Machine_ID,Machine_Type,Installation_Year,Operational_Hours,Temperature_C,Vibration_mms,Sound_dB,Oil_Level_pct,Coolant_Level_pct,Power_Consumption_kW,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,AI_Supervision,Error_Codes_Last_30_Days,AI_Override_Events,Laser_Intensity,Hydraulic_Pressure_bar,Coolant_Flow_L_min,Heat_Index,Failure_Within_7_Days,Remaining_Useful_Life_days,Machine_Age_Years,Maintenance_Efficiency,Hours_Per_Year,High_Temperature_Risk,High_Vibration_Risk,Low_Oil_Risk,Overdue_Maintenance,High_Error_Rate,Total_Risk_Score,Machine_Type_encoded,AI_Supervision_encoded
M_00025,Pick_and_Place,2022,6560.062785650092,62.76566450933456,2.1460451337178723,87.93753874340317,96.99992039526116,58.44601429160394,16.439390019619964,17.951710035007007,5.0,2,No,6,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,8,2,1.6666666666666667,2186.6875952166974,0,0,0,0,1,1,23,0
M_00026,Automated_Screwdriver,2012,5422.330602018065,89.67458647168128,5.818851782981934,62.60689873753442,57.45849150403191,52.12708392297306,17.161589814831736,56.31060320872905,6.0,3,Yes,1,1,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,56,12,1.5,417.10235400138964,1,1,1,0,0,3,2,1
M_00027,Conveyor_Belt,2019,5613.156550296935,57.62975223933613,1.9128617669780936,46.387474605341815,59.93459884511137,70.61379800680619,8.730628478224238,65.8284172802921,4.0,1,Yes,1,2,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,55,5,2.0,935.5260917161559,0,0,1,1,0,2,9,1
M_00028,Vacuum_Packer,2019,7814.190480829557,54.68753936893916,0.0536031535749607,62.7884589337452,100.0,92.2799151311216,49.351630361062774,21.13154398565148,4.0,1,No,3,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,24,5,2.0,1302.3650801382594,0,0,0,0,0,0,29,0
M_00029,Dryer,2011,5438.027046950328,58.99777840413616,2.1037520481610623,63.23729538074328,46.39864396666569,76.67006905192721,19.25713217989114,84.23903276433424,5.0,2,Yes,6,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,49,13,1.6666666666666667,388.4305033535949,0,0,1,1,1,3,11,1
M_00030,Robot_Arm,2023,3784.535833309194,65.05094053838705,5.791833349598424,90.19634339903796,75.86858544863442,75.38100126491862,49.351630361062774,24.89294734844076,9.0,4,Yes,3,1,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,114,1,1.8,1892.267916654597,0,1,0,0,0,1,26,1
M_00031,CMM,2012,2308.63997752891,91.8866686139599,0.8883318707694988,75.50143471726776,100.0,100.0,8.927906243533137,42.74688842452762,4.0,1,Yes,3,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,11,12,2.0,177.58769057914694,1,0,0,0,0,1,4,1
M_00032,Laser_Cutter,2010,5226.301907933146,53.543220893516846,5.42278192000394,67.87513025609603,56.43737628347297,83.17012063768378,11.501065692180562,17.49723130627029,8.0,1,Yes,4,1,90.25684836609574,198.4176615294203,28.794966850220405,0.5381667897482988,0,8,14,4.0,348.4201271955431,0,1,1,0,0,2,20,1
M_00033,Palletizer,2019,4337.065746703512,102.4863942396183,2.2210852977857507,63.10100461110835,42.79297049549668,77.0168253554705,8.832329988191221,2.571220423532378,4.0,2,Yes,3,1,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,10,5,1.3333333333333333,722.8442911172519,1,0,1,0,0,2,22,1
M_00034,Dryer,2017,6616.627861993841,71.78449028701529,0.4210358881693952,76.82989488606395,63.84486553161695,73.48563550719044,26.770155640471888,54.56491838716911,1.0,0,Yes,0,2,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,21,7,1.0,827.0784827492301,0,0,0,0,0,0,11,1
M_00035,Hydraulic_Press,2010,8155.396197385286,49.99510796652324,0.3140225715042313,80.517679590706,69.25873334052,88.84370970858173,26.00456243278188,86.00278454746314,3.0,3,Yes,5,1,74.86593302876713,128.9123471204352,28.794966850220405,0.5381667897482988,1,1,14,0.75,543.6930798256857,0,0,0,1,1,2,16,1
M_00036,AGV,2012,2940.589753377548,56.79117337491916,0.3878968116651021,74.97143341017674,77.91418085931822,86.08230991408254,26.56168118703607,38.570996892493895,6.0,2,Yes,6,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,1,7,12,2.0,226.1992117982729,0,0,0,0,1,1,1,1
M_00037,Shuttle_System,2023,3228.305513290619,35.95325367214707,2.4027827749746824,79.2097447098899,76.92577059407937,80.82948627861406,10.781796452742636,15.77713790350063,4.0,5,Yes,4,1,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,19,1,0.6666666666666666,1614.1527566453094,0,0,0,0,0,0,28,1
M_00038,CNC_Lathe,2012,4951.681780839417,66.6002285776743,1.780862411951763,85.50166857911354,82.43988564379605,63.59906123174676,43.96958025768669,59.05847770832155,2.0,1,Yes,1,1,74.86593302876713,198.4176615294203,30.56704935389953,0.5381667897482988,0,8,12,1.0,380.898598526109,0,0,0,0,0,0,5,1
M_00039,Conveyor_Belt,2022,3400.1362568155814,80.77302898533588,1.215934720013048,70.93831052126878,22.189892751071756,86.94648959987617,45.6121011230434,29.90898708702616,4.0,1,No,5,4,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,1,1,2,2.0,1133.3787522718605,1,0,1,0,1,3,9,0
M_00040,Crane,2011,4555.94813812028,65.46633470446494,0.6112976332256038,64.92548408543739,75.76434310376902,69.042814821148,39.95158498189621,0.0835822237177747,3.0,3,Yes,2,1,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,80,13,0.75,325.42486700859143,0,0,0,0,0,0,10,1
M_00041,Palletizer,2023,3927.6535621986695,77.0421109785132,4.755289977514083,65.70454567865062,60.12798743633679,66.74282123804795,12.030947640398024,82.14044834664529,2.0,1,No,5,2,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,8,1,1.0,1963.8267810993348,1,1,1,1,1,5,22,0
M_00042,Pump,2014,2984.4444194607167,71.42730921785348,0.48094439569613,82.52915259392043,100.0,78.06094523391867,43.2642908676452,18.64904576450061,3.0,2,No,2,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,114,10,1.0,271.3131290418833,0,0,0,0,0,0,25,0
M_00043,CMM,2019,6651.770763351936,83.15201732759662,0.6670505762817599,77.29688708328517,89.58077904578985,86.64761393571499,30.34235694896057,5.747680763935862,8.0,2,Yes,1,1,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,8,5,2.6666666666666665,1108.628460558656,1,0,0,0,0,1,4,1
M_00044,AGV,2012,5150.564089286014,50.30393199325031,0.1129674758832768,71.48814841234952,94.16592212530192,86.42867741051883,18.492793312351704,6.063805297340608,8.0,1,No,4,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,19,12,4.0,396.1972376373857,0,0,0,0,0,0,1,0
M_00045,Compressor,2012,8660.737458751224,78.243233231132,0.6440648396582362,64.58873375196865,94.55697189586029,100.0,11.99855510338437,12.520742704228656,6.0,1,Yes,1,1,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,1,6,12,3.0,666.2105737500941,1,0,0,0,0,1,8,1
M_00046,CMM,2017,5718.013281908784,93.30163913582628,5.125243730947827,61.91564982784732,77.58374389165891,86.63850062356076,18.991154609343205,1.3026390782010506,3.0,3,Yes,3,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,110,7,0.75,714.751660238598,1,1,0,0,0,2,4,1
M_00047,CNC_Mill,2013,7577.064678096978,103.47948673496224,0.4155348031935236,70.00626791136476,65.31779389650296,73.94641657341687,37.00097339159975,10.93728887327815,4.0,3,Yes,3,0,74.86593302876713,198.4176615294203,47.53724325386175,0.5381667897482988,0,8,11,1.0,631.4220565080815,1,0,0,0,0,1,6,1
M_00048,Robot_Arm,2013,3542.4067711257203,86.30489263862455,0.4562189085957364,60.01449937904589,71.62739368540258,70.04224329681715,27.63434350186453,2.867379560307016,3.0,2,Yes,5,1,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,20,11,1.0,295.2005642604767,1,0,0,0,1,2,26,1
M_00049,Hydraulic_Press,2012,3517.585729595834,67.57207115098683,1.8324684492253955,67.72431445239725,93.4209154258522,75.87528314174983,14.61954681633308,6.767029264976358,5.0,2,Yes,5,2,74.86593302876713,260.0865182149448,28.794966850220405,0.5381667897482988,0,226,12,1.6666666666666667,270.583517661218,0,0,0,0,1,1,16,1
M_00050,Forklift_Electric,2020,9441.74121394578,50.52090171767246,1.673820289142201,81.93114431450769,68.92412488128312,74.52693337150889,20.531878370218703,0.5463128006884396,9.0,3,Yes,4,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,8,4,2.25,1888.3482427891558,0,0,0,0,0,0,12,1
M_00051,Palletizer,2010,3782.168140808592,52.75065531719073,0.3870689026916556,68.69201152662654,76.36916886219255,100.0,10.991052991408084,34.27769142336817,2.0,0,Yes,3,1,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,218,14,2.0,252.1445427205728,0,0,0,0,0,0,22,1
M_00052,Boiler,2017,3101.70089834826,62.402375115673166,0.3350981044753465,67.62057400286012,72.80079910827045,65.98927477251362,20.46022645292931,25.711739940195944,6.0,2,Yes,3,0,74.86593302876713,198.4176615294203,28.794966850220405,0.8830859612898793,0,36,7,2.0,387.7126122935325,0,0,0,0,0,0,3,1
M_00053,Pick_and_Place,2010,2657.507713925362,92.89883581280476,0.2488079793350083,71.42609542465179,69.48774073370387,73.8242486331633,8.447247759535252,2.9008535191156644,5.0,3,Yes,2,1,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,48,14,1.25,177.16718092835748,1,0,0,0,0,1,23,1
M_00054,Crane,2016,8831.501129393095,57.04445438818878,3.947793019869198,79.66131708634272,99.88520526562743,100.0,15.14879805334682,44.80164972466648,8.0,2,Yes,3,1,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,167,8,2.6666666666666665,981.2779032658995,0,1,0,0,0,1,10,1
M_00055,Palletizer,2014,4450.605920670785,67.69395846239554,2.1251503197452286,88.03194738241618,64.29515713337145,93.53616320787012,40.54975059753512,34.94755249506715,7.0,1,Yes,3,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,12,10,3.5,404.6005382427986,0,0,0,0,0,0,22,1
M_00056,Vision_System,2013,5806.784160201116,79.11145665519311,6.0997205936961,58.42711672442552,52.36694987307602,70.95269448738601,49.351630361062774,5.031243614555896,8.0,2,No,2,1,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,19,11,2.6666666666666665,483.89868001675967,1,1,1,0,0,3,31,0
M_00057,Vacuum_Packer,2013,5302.7944389800805,23.91656348112409,0.3626445592876471,82.02979000518025,88.41793816283575,100.0,16.647307974605695,1.2687926158666525,6.0,2,Yes,2,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,162,11,2.0,441.8995365816734,0,0,0,0,0,0,29,1
M_00058,Press_Brake,2017,3553.180903354525,49.04881218572426,1.2346091807276047,78.01466928377069,71.84841392448197,51.50995495312979,27.23357709853121,4.3521610587693775,7.0,1,No,3,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,12,7,3.5,444.14761291931563,0,0,0,0,0,0,24,0
M_00059,Robot_Arm,2020,4407.3940049917865,94.29756803620243,2.717719468642529,57.65783877615432,63.28154909628229,76.69947624494797,49.351630361062774,3.729635275410075,9.0,0,No,1,1,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,1,7,4,9.0,881.4788009983573,1,0,0,0,0,1,26,0
M_00060,XRay_Inspector,2020,6691.367741389651,80.64353672668551,0.48044799339825,60.230089139289056,65.24119066183434,78.22400544704811,49.351630361062774,28.274895268003803,2.0,2,No,3,2,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,10,4,0.6666666666666666,1338.2735482779303,1,0,0,0,0,1,32,0
M_00061,Hydraulic_Press,2022,2548.284563083739,80.74466810298574,2.308313908974667,79.5675914013342,67.8275396137488,87.70676169443232,16.523154768221993,1.577767375958505,5.0,0,Yes,1,0,74.86593302876713,151.2087464036128,28.794966850220405,0.5381667897482988,0,16,2,5.0,849.4281876945797,1,0,0,0,0,1,16,1
M_00062,Laser_Cutter,2023,6348.336481182833,50.9075833358885,1.28416057928542,75.54053801743959,60.17037034125461,67.86812161609157,11.03870792415952,11.17324865168676,9.0,1,Yes,3,0,54.30160867615621,198.4176615294203,28.794966850220405,0.5381667897482988,0,278,1,4.5,3174.1682405914166,0,0,1,0,0,1,20,1
M_00063,CNC_Mill,2015,7868.075329043168,86.7725237895516,1.1271480286027495,52.6610432051982,100.0,70.41812477291253,20.17389746414758,13.342491317613304,6.0,1,No,3,0,74.86593302876713,198.4176615294203,43.53482017863203,0.5381667897482988,0,43,9,3.0,786.8075329043168,1,0,0,0,0,1,6,0
M_00064,Pick_and_Place,2023,5584.750679975999,52.74587736050892,2.071261708857552,61.69027458740693,96.78834985331618,74.26949967997986,49.351630361062774,2.6879215510117227,8.0,3,Yes,2,3,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,61,1,2.0,2792.3753399879997,0,0,0,0,0,0,23,1
M_00065,3D_Printer,2021,7666.800468665449,66.37321785412713,1.2610752437972426,75.33230486764506,49.17302642981589,74.87276396800293,11.861412670317147,12.614585538958584,4.0,2,Yes,4,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,121,3,1.3333333333333333,1916.7001171663624,0,0,1,0,0,1,0,1
M_00066,Laser_Cutter,2010,2257.1732755581365,75.42038650532622,3.429741296979313,79.28513301198272,62.525470192213234,100.0,7.233666743351855,25.05691071627397,4.0,2,No,2,1,75.61617937731094,198.4176615294203,28.794966850220405,0.5381667897482988,0,164,14,1.3333333333333333,150.47821837054244,1,1,0,0,0,2,20,0
M_00067,Conveyor_Belt,2023,1339.9150946326358,77.49329862651369,5.333472038507808,73.98562147987437,67.68992489207375,100.0,27.787448582221785,11.666604067602009,5.0,1,Yes,4,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,15,1,2.5,669.9575473163179,1,1,0,0,0,2,9,1
M_00068,Dryer,2019,5485.288680115041,72.40321953027713,1.7776368088588186,48.98099321160442,28.223795181940854,62.39434853697777,22.43067097440538,80.07115757956724,5.0,2,Yes,1,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,1,2,5,1.6666666666666667,914.2147800191734,0,0,1,1,0,2,11,1
M_00069,XRay_Inspector,2017,3827.309911481505,61.98605808182422,0.7150491841519844,62.79450851564881,61.472838391646505,78.1680726250127,22.496953431561472,10.10391092440948,8.0,5,Yes,3,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,15,7,1.3333333333333333,478.4137389351881,0,0,0,0,0,0,32,1
M_00070,3D_Printer,2022,6757.529923319908,37.28623753250526,3.0031606906385897,60.21538240744064,84.31560019235908,50.44321018569944,19.849924609054263,31.577132395093948,8.0,1,No,7,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,65,2,4.0,2252.5099744399695,0,1,0,0,1,2,0,0
M_00071,Crane,2023,4379.112038912676,66.23529207603708,0.3738396149177388,76.9212568591671,70.613652141375,71.70503993719417,18.764312875530376,23.21168754286482,6.0,1,Yes,3,4,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,12,1,3.0,2189.556019456338,0,0,0,0,0,0,10,1
M_00072,XRay_Inspector,2011,5294.384749917038,32.472564565088994,0.1996204016514804,65.33522902439054,100.0,76.23748497003756,10.919266287746687,14.108237236275258,5.0,1,Yes,4,2,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,90,13,2.5,378.17033927978844,0,0,0,0,0,0,32,1
M_00073,Grinder,2015,5161.967656148994,73.51368995277191,1.462659967680351,75.34106106009159,82.98491192640414,67.88178550501628,25.14941743525188,90.11039975401437,5.0,3,Yes,1,3,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,34,9,1.25,516.1967656148994,0,0,0,1,0,1,14,1
M_00074,Pump,2018,5225.767989801087,50.32009731087361,2.08107831114092,71.71666641245736,100.0,62.8994570858616,20.472618459619238,58.75229250523275,4.0,1,Yes,4,1,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,10,6,2.0,746.5382842572982,0,0,0,0,0,0,25,1
M_00075,Crane,2010,3914.70902437438,62.6070673024063,3.6035950111300896,58.30983616385818,88.21267074112191,74.75769543773283,49.351630361062774,6.71935096527193,10.0,1,No,4,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,45,14,5.0,260.9806016249587,0,1,0,0,0,1,10,0
M_00076,Heat_Exchanger,2015,2270.703736726228,57.32701017427273,6.0997205936961,78.82621801829113,72.10207981598325,62.13550123893929,17.573309270641513,90.11039975401437,4.0,3,Yes,5,0,74.86593302876713,198.4176615294203,28.794966850220405,0.4039488858087107,0,11,9,1.0,227.0703736726228,0,1,0,1,1,3,15,1
M_00077,Carton_Former,2017,4561.616910562354,73.49018460384843,4.132467671177708,81.64680604173931,54.41097158447484,84.40229873782732,21.522006940992284,0.5781911430513252,5.0,2,Yes,5,1,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,66,7,1.6666666666666667,570.2021138202942,0,1,1,0,1,3,7,1
M_00078,CNC_Lathe,2019,7900.083410063309,53.14844418874245,6.0997205936961,79.33805717062975,51.50767302623629,81.9552844391118,9.116085336351858,0.3266149907096214,10.5,1,No,2,2,74.86593302876713,198.4176615294203,13.574535509971083,0.5381667897482988,0,138,5,5.25,1316.680568343885,0,1,1,0,0,2,5,0
M_00079,Conveyor_Belt,2022,3782.3434150760186,68.84317565191522,1.291382476230758,72.16622348185935,81.15206904963925,52.07790861415754,11.1346297725045,3.00882077246789,1.0,3,Yes,4,1,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,18,2,0.25,1260.781138358673,0,0,0,0,0,0,9,1
M_00080,Dryer,2011,3771.306802548151,67.76823056198384,0.7611673242116315,69.06435304226504,93.2861262803562,85.42096036611468,28.265066189339187,13.185829190682258,4.0,2,Yes,5,0,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,103,13,1.3333333333333333,269.3790573248679,0,0,0,0,1,1,11,1
M_00081,Crane,2014,5315.294853736981,65.98655080444348,1.2312847178192812,63.88819893915404,77.84976574031438,63.72662400484518,49.351630361062774,13.621761980320446,8.0,4,Yes,2,1,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,117,10,1.6,483.2086230669983,0,0,0,0,0,0,10,1
M_00082,Labeler,2015,2645.794982715771,70.89013453735562,2.066382378090028,82.65907460969032,83.86111240156131,80.431071436876,23.256638965340297,1.722954946914396,5.0,5,Yes,4,1,74.86593302876713,198.4176615294203,28.794966850220405,0.5381667897482988,0,10,9,0.8333333333333334,264.5794982715771,0,0,0,0,0,0,19,1
